Company/Brand,Car Name,Battery Capacity (CC),Horsepower (hp),Top Speed (km/h),Acceleration (time in seconds to reach 100km/h),Price ($),Fuel Type,Seats,Torque (Nm)
Ford,E-Series Cutaway,"7,300 cc",350,140,13,36000,P,2,569
Ford,Transit Chassis Cab,"2,000 cc",170,160,11.5,37000,D,2,405
Ford,Transit Electric (E-Transit),89 kWh (Electric),266,140,9,52000,E,7,430
Ford,Explorer Plug-in Hybrid,"3,000 cc (petrol) + Electric Motor",457,225,6,53000,H,7,825
Ford,Maverick Hybrid,"2,500 cc (petrol) + Electric Motor",191,180,7.8,25000,H,5,210
Ford,Mustang (2024),"5,000 cc",450,250,4.5,60000,P,4,570
Ford,Ranger (2024),"2,000 cc",210,180,8,40000,D,5,500
Ford,Escape Plug-in Hybrid (2024),"2,500 cc (petrol) + Electric Motor",221,190,7.5,38000,H,5,210
Ford,Bronco (2024),"2,700 cc",310,200,6.7,45000,P,5,542
Ford,Explorer (2024),"3,000 cc",400,230,5.9,55000,P,7,563
Mitsubishi,Mirage,"1,200 cc",78,170,12,47000,P,5,100
Mitsubishi,Mirage G4,"1,200 cc",78,170,12,47000,P,5,100
Mitsubishi,Outlander,"2,500 cc",181,190,9.5,47000,P,7,245
Mitsubishi,Outlander PHEV,"2,400 cc / 20 kWh battery",248,170,10.5,47000,H,5,300
Mitsubishi,Eclipse Cross,"1,500 cc",152,180,9.8,47000,P,5,250
Mitsubishi,ASX (Outlander Sport),"2,000 cc",148,190,10,47000,P,5,197
Mitsubishi,Pajero,"3,200 cc",189,180,10.5,47000,D,7,441
Mitsubishi,Pajero Sport,"2,400 cc",181,180,11,47000,D,7,430
Mitsubishi,Triton (L200),"2,400 cc",181,177,10.5,47000,D,5,430
Mitsubishi,Lancer Evolution X,"2,000 cc",291,240,5,47000,P,5,407
Mitsubishi,i-MiEV (Electric),16 kWh battery,66,130,15,47000,E,4,196
Mitsubishi,Xpander,"1,500 cc",105,170,13.5,47000,P,7,141
Mitsubishi,Delica D:5,"2,200 cc",145,175,11,47000,D,7,360
Mitsubishi,Colt,"1,100 - 1,500 cc",272,180,10.5,47000,P,5,373
Mitsubishi,Grandis,"2,400 cc",165,190,11,47000,P,7,217
Mitsubishi,Outlander Black Edition,"2,500 cc",181,190,9.5,47000,P,7,245
Mitsubishi,Outlander SEL,"2,500 cc",181,190,9.5,47000,P,7,245
Mitsubishi,Outlander SE,"2,500 cc",181,190,9.5,47000,P,7,245
Mitsubishi,Eclipse Cross Black Edition,"1,500 cc",152,180,9.8,47000,P,5,250
Mitsubishi,ASX Exceed,"2,000 cc",148,190,10,47000,P,5,197
Mitsubishi,Triton Athlete,"2,400 cc",181,177,10.5,47000,D,5,430
Mitsubishi,Pajero Final Edition,"3,200 cc",189,180,10.5,47000,D,7,441
Mitsubishi,L200 Barbarian X,"2,400 cc",181,177,10.5,47000,D,5,430
Mitsubishi,Space Star,"1,200 cc",78,170,12,47000,P,5,100
Mitsubishi,Lancer EX,"1,600 - 2,000 cc",272,200,10,47000,P,5,373
Mitsubishi,Montero Sport,"2,400 cc",181,180,11,47000,D,7,430
Mitsubishi,Attrage,"1,200 cc",78,170,12.5,47000,P,5,100
Mitsubishi,RVR SE,"2,000 cc",148,190,10.5,47000,P,5,197
Mitsubishi,Delica Van,"2,000 - 2,200 cc",145,175,11.5,47000,D,7,360
Mitsubishi,Canter (Truck),"3,000 cc",150,120,6.5,47000,D,2,370
Mitsubishi,Lancer GLX,"1,600 cc",115,190,11.5,47000,P,5,154
Mitsubishi,Pajero GLS,"3,200 cc",189,180,10.5,47000,D,7,441
Mitsubishi,Xpander Cross,"1,500 cc",105,170,12,47000,P,7,141
Mitsubishi,Eclipse Cross PHEV,"2,400 cc",188,180,10.5,47000,,5,199
Mitsubishi,Outlander ES,"2,500 cc",181,190,9.5,47000,P,7,245
Mitsubishi,Montero GLX,"2,400 cc",181,180,11,47000,D,7,430
Mitsubishi,Triton GLX-R,"2,400 cc",181,177,10.5,47000,D,5,430
Mitsubishi,ASX Dynamic,"2,000 cc",148,190,10,47000,P,5,197
Mitsubishi,Mirage ES,"1,200 cc",78,170,12.5,47000,P,5,100
Mitsubishi,Outlander LE,"2,500 cc",181,190,9.5,47000,P,7,245
Mitsubishi,Fuso Fighter (Truck),"7,500 cc",240,120,6.5,47000,D,2,686
Mitsubishi,Fuso Canter Eco Hybrid,"3,000 cc",150,120,6.5,47000,H,2,370
Mitsubishi,Space Runner,"1,800 cc",140,185,10.5,47000,P,5,170
Mitsubishi,Toppo BJ,660 cc,52,130,15,47000,P,4,60
Mitsubishi,Chariot,"2,000 cc",140,185,10.5,47000,P,7,170
Mitsubishi,Lancer SE Limited,"2,000 cc",148,200,10,47000,P,5,197
Mitsubishi,Pajero SWB (Short Wheel Base),"3,200 cc",189,180,10.5,47000,D,5,441
Mitsubishi,Delica Space Gear,"2,400 cc",145,170,13,47000,P,7,206
Mitsubishi,i (Kei Car),660 cc,64,130,15.5,47000,P,4,94
Mitsubishi,Dion,"2,000 cc",135,180,11.5,47000,P,7,181
Mitsubishi,Airtrek,"2,400 cc",160,190,11,47000,P,5,214
Mitsubishi,eK Space,660 cc,52,130,15,47000,P,4,60
Mitsubishi,eK X,660 cc,64,140,13.5,47000,P,4,94
Mitsubishi,Colt CZC Convertible,"1,500 cc",147,200,9.5,47000,P,4,210
Mitsubishi,Galant Fortis,"2,000 cc",154,200,10,47000,P,5,200
Mitsubishi,Endeavor,"3,800 cc",225,190,9.5,47000,P,5,343
Mitsubishi,Grand Lancer,"1,800 cc",138,190,11.5,47000,P,5,173
Mitsubishi,Sigma,"3,000 cc",210,220,8.5,47000,P,5,270
Mitsubishi,Town Box,660 cc,48,120,16,47000,P,4,60
Mitsubishi,Minicab MiEV,16 kWh battery,64,100,6.5,47000,E,2,196
Mazda,Mazda3,"2,000 cc",155,200,8.9,47000,P,5,213
Mazda,Mazda3 Hatchback,"2,500 cc",186,210,8.3,47000,P,5,252
Mazda,Mazda6,"2,500 cc",250,240,6.4,47000,P,5,420
Mazda,CX-3,"2,000 cc",146,180,9.5,47000,P,5,197
Mazda,CX-30,"2,500 cc",186,204,8.7,47000,P,5,252
Mazda,CX-5,"2,500 cc",187,200,8.8,47000,P,5,252
Mazda,CX-50,"2,500 cc",256,220,6.9,47000,P,5,434
Mazda,CX-8,"2,200 cc",187,200,9.2,47000,D,7,450
Mazda,CX-9,"2,500 cc",250,210,7.2,47000,P,7,420
Mazda,CX-90,"3,300 cc",340,240,6.2,47000,P,7,500
Mazda,MX-5 Miata,"2,000 cc",181,225,6.5,47000,P,2,205
Mazda,MX-5 Miata RF,"2,000 cc",181,225,6.5,47000,P,2,205
Mazda,MX-30 Electric,35.5 kWh battery,143,140,9.7,47000,E,5,271
Mazda,CX-4,"2,000 cc",158,190,9.6,47000,P,5,202
Mazda,CX-7,"2,300 cc",244,210,7.9,47000,P,5,350
Mazda,Tribute,"3,000 cc",200,190,9,47000,P,5,270
Mazda,B-Series Pickup,"2,500 cc",143,170,11.5,47000,D,5,330
Mazda,BT-50,"3,200 cc",200,180,10,47000,D,5,470
Mazda,RX-7,"1,300 cc",276,250,5.5,47000,P,4,314
Mazda,RX-3,"1,200 cc",110,180,8.9,47000,P,4,145
Mazda,RX-Vision Concept,N/A,272,200,6.5,47000,H,2,373
Mazda,323F,"1,600 cc",105,180,10.5,47000,P,5,145
Mazda,Familia Sedan,"1,500 cc",100,175,11,47000,P,5,135
Mazda,Premacy,"2,000 cc",138,190,9.8,47000,P,7,180
Mazda,Demio,"1,500 cc",108,180,10.2,47000,P,5,142
Mazda,Millenia,"2,300 cc",210,215,8.2,47000,P,5,280
Mazda,Eunos Cosmo,"2,000 cc",280,240,6,47000,P,4,300
Mazda,Atenza,"2,500 cc",192,210,8.5,47000,P,5,252
Mazda,Roadpacer AP,"1,300 cc",130,170,11.5,47000,P,5,165
Mazda,626,"2,000 cc",140,190,9.5,47000,P,5,180
Mazda,929,"3,000 cc",205,220,8,47000,P,5,270
Mazda,Luce,"1,800 cc",135,180,10.5,47000,P,5,170
Mazda,Capella,"1,600 cc",110,175,11.2,47000,P,5,145
Mazda,Carol,660 cc,63,140,15.5,47000,P,4,90
Mazda,Autozam AZ-1,657 cc,63,140,11,47000,P,2,85
Mazda,Spiano,660 cc,54,130,16,47000,P,4,80
Mazda,Verisa,"1,500 cc",113,170,11,47000,P,5,140
Mazda,MX-6,"2,500 cc",164,210,8.8,47000,P,4,215
Mazda,MPV,"3,000 cc",200,185,9.5,47000,P,7,265
Mazda,Proceed Marvie,"2,600 cc",120,160,12,47000,P,5,200
Mazda,Sentia,"3,000 cc",200,200,9,47000,P,5,265
Mazda,Cronos,"2,500 cc",160,190,8.5,47000,P,5,210
Mazda,Scrum,660 cc,63,130,15,47000,P,4,85
Mazda,Parkway,"1,800 cc",115,160,12.5,47000,P,5,155
Mazda,Titan (Truck),"3,000 cc",130,120,15,47000,D,2,300
Mazda,CX-60,"2,500 cc",187,200,8.5,47000,P,5,250
Mazda,CX-80,"3,000 cc",250,210,7.5,47000,P,7,400
Mazda,T1500,"1,500 cc",75,120,18,47000,P,2,105
Mazda,Bongo Van,"2,000 cc",100,160,14,47000,P,3,140
Mazda,Bongo Friendee,"2,500 cc",115,160,12.5,47000,P,7,160
Mazda,Revue,"1,300 cc",75,130,15.5,47000,P,5,110
Mazda,Protegé,"1,800 cc",125,185,9,47000,P,5,170
Mazda,Xedos 6,"2,500 cc",170,215,8.5,47000,P,5,230
Mazda,Xedos 9,"3,000 cc",200,220,7.5,47000,P,5,260
Mazda,121,"1,300 cc",70,155,13,47000,P,5,110
Mazda,1200,"1,200 cc",60,130,16,47000,P,4,90
Mazda,1500,"1,500 cc",85,145,14,47000,P,5,120
Mazda,RX-2,"1,308 cc",130,185,8.5,47000,P,4,220
Mazda,RX-5,"1,588 cc",135,190,8,47000,P,4,210
Mazda,RX-7 Spirit R,"1,308 cc",280,250,5.5,47000,P,2,290
Mazda,Cosmo Sport (110S),"1,000 cc",110,170,10,47000,P,2,150
Mazda,Eunos 500,"1,998 cc",135,200,9,47000,P,5,170
Mazda,Eunos Roadster,"1,590 cc",116,180,9.5,47000,P,2,140
Mazda,Familia Astina,"1,800 cc",135,200,8.5,47000,P,5,170
Mazda,Savanna RX-7,"1,308 cc",165,230,7.5,47000,P,2,230
Mazda,Capella Cargo,"2,000 cc",115,180,12,47000,P,4,160
Mazda,818,"1,600 cc",100,170,12.5,47000,P,5,130
Mazda,Sentia Hardtop Coupe,"2,500 cc",160,210,8,47000,P,4,220
Mazda,Biante,"2,000 cc",150,185,10,47000,P,7,200
Mazda,Premacy Hydrogen RE Hybrid,"1,308 cc",200,180,9.5,47000,H,5,260
Mazda,Carol P360,360 cc,26,85,35,47000,P,4,45
Mazda,T2000,"2,000 cc",110,170,12.5,47000,P,2,160
Mazda,AZ-Offroad,"1,298 cc",85,145,12,47000,P,5,130
Mazda,Scrum Wagon,657 cc,64,120,15.5,47000,P,4,95
Mazda,Persona,"1,497 cc",92,160,13.5,47000,P,5,130
Mazda,Astina,"1,800 cc",140,190,8.5,47000,P,5,160
Mazda,Etude,"1,598 cc",105,170,10,47000,P,5,135
Mazda,Porter,"1,497 cc",95,130,14,47000,P,2,130
Mazda,MX-3,"1,598 cc",130,190,8.5,47000,P,4,140
Mazda,MX-5 Superlight Concept,"1,798 cc",143,200,7.5,47000,P,2,160
Mazda,Premacy Hydrogen RE,"1,308 cc",200,180,9.5,47000,H,5,260
Mazda,Bongo Truck,"1,998 cc",120,130,15,47000,P,2,150
Mazda,Rotary Pickup,"1,308 cc",130,150,14.5,47000,P,2,160
Mazda,Luce Rotary Coupe,"1,308 cc",135,175,12,47000,P,4,180
Mazda,Millenia S,"2,500 cc",200,220,8,47000,P,5,250
Mazda,787B (Race Car),"2,620 cc",700,320,3.5,47000,P,1,500
Toyota,Crown Signia,2487 cc,240,180,7.6,47000,H,5,239
Toyota,4Runner (6th Gen),2393 cc + Battery,326,180,6.8,50000,H,7,630
Toyota,Corolla Cross,1987 cc / Hybrid batt,272,190,8.6,47000,H,5,373
Toyota,C-HR+,1798 / 1987 cc + batt,272,180,9.2,47000,H,5,373
Toyota,RAV4 (6th Gen),2487 cc + batt,272,200,7.05,47000,,5,373
